Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
Relapse: Refill	Buffalo Bill	intro ahh sick asshole let go somebody please help oh god please help oh fits perfect verse eminem better watch sucker got want ya onslaught coming im packing luncha bunch missile launchers bunch contra band van full ganja come jump man stop moshin marshall oh god ya chacha cucaracha quadra plegic boogying frank sinatra lindsay lohan lick let watch ya whoda knew buddhad done cynicism theres izm system blunt hypnotism lift spliff lips son much hands got give kids fist bump christopher reeves swimmin swim tru		annoyance
Relapse: Refill	Elevator	intro aboard okay next stop basement haha ill meet chorus saying used say back day met dre used sit goof phone friend proof went gold id go right roof hed say went platinum id laugh thats happening cant fathom eightysome million records worldwide later im living house fucking elevator verse haters getting mad done enough shady slay nothing say matters enough touchÃ© rappers try play use hailie ukulele whoopsathatafuckingdaisy thats nono even knows dadas fucking crazy fucking animal cuckoo bananas fuckinga b		amusement
Relapse: Refill	Taking My Ball	intro yo dre man make vocals sound sexy woo come man come man okay chorus feels wrong cause feels right right okay ill steps dont need nobody play give chance put trance way dance dont nobody wan na play im taking ball going home home verse eminem im guy man shove diamond hind end crush butt muscles cut vocals slut poke holes ya shirt jump mud puddles stomp mudholes ya ass girl lets cuddle blood curdlin youre gurglin blood whatll next trick im feelin wonderful think might somethin little less subtle shove f		approval
Relapse: Refill	Music Box	intro yeah yeah girl hear playing song sleepy take nap youre afraid dark verse hear beat makes ya want go sleep knock dakotas door locked go creep round back binoculars cause wan na peep im hungry smells like tacos wan na eat visions hot chocolaty marshmallows sweet sugar plums oh look comes marshall hes street hes placing hot smoldering charcoals beneath feet walk em hes dancing carcasses cheek cheek like thanksgiving turkey holiday ham cinnamon sprinkled toast strawberry marmalade jam flavor favorite grah		gratitude
Relapse: Refill	Drop the Bomb on ÂEm	intro yeah boy dem better ring alarm boy dem know whats comin boy buck buck buck haha yeah yeah yeah yeah verse oh god fuckin bomboclaat im hard kenard little boy shot omar wire tie whore barbed wire youre nothing bra boy im real deal charbroil bonfire bon voyage bitch im like chef boyardee bitch send bomb moms lawyer im problem boy think youre tom sawyer til pull fuckin storybook stomp ya fuckin fictitional characters fairy tales prepare captain america ferris wheels aint fiction fact boy beware real lyric		anger
Relapse: Refill	My Darling	verse eminem yeah look rap crap thats thats route probably want take cause youre dyin know think hear take rappers say somethin paul wall youd probably crap pants cause im white hes white hes like competition mean right nope paul wall dope bubba bbbbbb dont compete nobody go hard ropeadope ali shuffle dance around opponents donuts sometimes play possum like im asleep awesome im like sleepin giant awake im like dre jump outta nowhere bite prey sink teeth em fill em full poison make noise like snake kill em l		neutral
Relapse: Refill	Careful What You Wish For	intro breaking news detroit rapper eminem cancels soldout european tour check rehab admitting addiction sleep medication well story develops shady records recording artist obie trice apparently survived gunshot head appears random driveby shooting meanwhile eminem rumored alienated againoff relationship tour bus involving eminems bus updating story brought earlier gunfire afterhours club weve learned rapper proof fatally shot shadyaftermath recording artist longtime best friend eminem member rap group back 		neutral
Curtain Call: The Hits	Intro (Curtain Call)	eminem burps woo hey guys doin want alright shut shooby doo shoody doo shooby doo shoody doo shooby doo shoody doo shooby doo shoody doo skibbidy bee bop girl girl girl girl youre world world world world youre pearl pearl pearl pearl youre world woooorld hey yo heres song ladies                                                                                                                                                                                                                                         		neutral
Curtain Call: The Hits	FACK	chorus owwww owwww owwww oh goddamn im gon na facking cum oh shit fack fack fack fuck im going cum im cumming verse oh yeah god never seen chick like bitch twist like damn contortionist condom dick course bitch dont know abortion cant cum fucks like porn star looks like jenna fack im gon na cum think rubbers comin oh fucking wet soft fuck im gon na start lettin im squirting shes gettin shes top im gon na facking oh god oh dont dont stop stop dont dont mean dont stop ow wait minute ow ow fuck im gon na fucki		anger
Curtain Call: The Hits	The Way I Am	segue steve berman skit man whatever intro dre let run ayo turn beat little bit ayo song anyone fuck shut listen ayo verse sit back pack zigzags bag weed gives shit needed meanest mc earth since birth ive cursed curse curse blurt berserk bizarre shit works sells helps relieve tension dispensin sentences gettin stress thats eatin recently chest rest peacefully peacefully least decency leave alone freaks see streets im eatin feedin daughter come speak speak dont know dont owe motherfuckin thing im mr nsync im		anger
Curtain Call: The Hits	My Name Is	produced dr dre chorus eminem hi name name name chkachka slim shady hi name huh name name chkachka slim shady hi name excuse name name chkachka slim shady attention class one second hi name huh name name chkachka slim shady verse eminem dr dre hi kids like violence yeah yeah yeah wan na see stick nineinch nails one eyelids uhhuh wan na copy exactly like yeah yeah try cid get fucked worse life huh brains dead weight im tryna get head straight cant figure spice girl want impregnate oh dr dre said slim shady b		anger
Curtain Call: The Hits	Stan	produced mark king chorus dido teas gone cold im wondering got bed morning rain clouds window cant see even could itd gray picture wall reminds bad bad teas gone cold im wondering got bed morning rain clouds window cant see even could itd gray picture wall reminds bad bad verse eminem stan dear slim wrote still aint callin left cell pager home phone bottom sent two letters back autumn must notve got em probably problem post office somethin sometimes scribble addresses sloppy jot em anyways fuck whats man ho		surprise
Curtain Call: The Hits	Lose Yourself	intro look one shot one opportunity seize everything ever wanted one moment would capture let slip yo verse palms sweaty knees weak arms heavy theres vomit sweater already moms spaghetti hes nervous surface looks calm ready drop bombs keeps forgetting wrote whole crowd goes loud opens mouth words wont come hes choking everybodys joking clocks run times overblaow snap back reality ope goes gravity ope goes rabbit choked hes mad wont give easy wont knows whole backs ropes dont matter hes dope knows hes broke 		fear
Curtain Call: The Hits	Shake That	intro eminem nate dogg whoo shady aftermath look bitch holy shit hey go shakin ass flo bumpin grindin pole way shes grindin pole think im losin control verse eminem get buzzed get drunk get crunk get fucked hit strip club dont forget ones get dick rubbed get fucked get sucked get wasted shitfaceted pasted plastered puke drink throw get new drink hit bathroom sink throw wipe shoe clean got routine goin still got chunks shoestrings showin dehydrated til beat vibrated revived soon bitch gyrated hips licked lip		anger
Curtain Call: The Hits	Sing for the Moment	verse eminem ideas nightmares white parents whose worst fear child dyed hair likes earrings like whatever say bearing scary house allows swearing see walkin around headphones blarin alone zone cold dont care hes problem child bothers comes talks fuckin dad walkin bitch cause hates bad blocks ever saw hed probably knock thoughts wacked hes mad hes talkin back talkin black brainwashed rock rap sags pants dorags stockin cap stepfather hit socked back broke nose house broken home theres control lets emotions go		neutral
Curtain Call: The Hits	Without Me	intro obie trice obie trice real name gimmicks record scratch refrain eminem two trailer park girls go round outside round outside round outside two trailer park girls go round outside round outside round outside refrain eminem guess whos back back shadys back tell friend guess whos back guess whos back guess whos back guess whos back guess whos back guess whos back guess whos back verse eminem ive created monster cause nobody wants see marshall want shady im chopped liver well want shady ill give ya little		neutral
Curtain Call: The Hits	Like Toy Soldiers	intro step step heart heart left right left fall chorus step step heart heart left right left fall step step heart heart left right left fall like toy soldiers bit bit torn apart never win battle wages toy soldiers verse im supposed soldier never blows composure even though hold weight whole world shoulders aint never supposed show crew aint supposed know even means goin toetotoe benzino dont matter never drag em battles cant handle less absolutely im supposed set example need leader crew looks guide em shi		neutral
Curtain Call: The Hits	The Real Slim Shady	intro may attention please may attention please real slim shady please stand repeat real slim shady please stand gon na problem verse yall act like never seen white person jaws floor like pam like tommy burst door started whoopin ass worse first divorced suin furniture agh return ah wait way youre kidding didnt say think dr dre said nothing idiots dr dres dead hes locked basement ha ha feminist women love eminem chicka chicka chicka slim shady im sick look walkin around grabbin youknowwhat flippin youknowwh		neutral
Curtain Call: The Hits	Mockingbird	intro yeah know sometimes things may always make sense right hey whatd daddy always tell straighten little soldier stiffen upper lip cryin got verse hailie know miss mom know miss dad im gone im tryin give life never see youre sad even smile even laugh see eyes deep inside wan na cry cause youre scared aint daddys prayers cryin wipe tears daddys nightmares gon pull together gon lainieuncles crazy aint yeah loves girl better know got world spins swirls whirls twirls two little beautiful girls lookin puzzled 		fear
Curtain Call: The Hits	Guilty Conscience	intro mark avery eddie meet eddie years old fed life way things going damn im going fucking insane decides rob liquor store got ta take shit cant take holmes way sudden change heart shit mine suddenly got ta conscience comes play got ta verse dr dre eminem eddie alright stop huh walk door liquor store try get money drawer better think consequence im motherfuckin conscience thats nonsense go gaffle money run one aunts cribs borrow damn dress one blond wigs borrow tell need place stay youll safe days shave le		anger
Curtain Call: The Hits	CleaninÂ Out My Closet	intro wheres snare snare headphones go yeah yo yo verse ever hated discriminated ive protested demonstrated picket signs wicked rhymes look times sick mind motherfuckin kid thats behind commotion emotions run deep oceans explodin tempers flarin parents blow em keep goin takin nothin one give em hell long im breathin keep kickin ass morning takin names evenin leave em taste sour vinegar mouth see trigger theyll never figure look bet youre probly sick aint mama ima make look ridiculous chorus im sorry mama ne		remorse
Curtain Call: The Hits	Just Lose It	intro okay guess whos back back shadys back tell friend everyone report dance floor dance floor dance floor everyone report dance floor alright stop pajama time verse come little kiddies lap guess whos back brand new rap dont mean rap new case child molestation accusations ahahahahah worries papas got brand new bag toys else could possibly make noise done touched everything little boys thats stab michael thats metaphor im psycho go little bit crazy sometimes get little bit control rhymes good god dip little		amusement
Curtain Call: The Hits	When IÂm Gone	intro yeah life words guess verse ever loved someone much youd give arm expression literally give arm know theyre heart know armor destroy anyone would try harm happens karma turns right around bite everything stand turns spite happens become main source pain daddy look made dads got ta go catch plane daddy wheres mommy cant find mommy dont know go play hailie baby daddys busy daddys writin song song aint gon write ill give one underdog got ta swing turn right around song tell love put hands mother whos spi		love
Curtain Call: The Hits	Dead Wrong	intro notorious big diddy bad boy baby yeah yeah junior mafia yeah big big yeah chorus diddy notorious big weak strong got going youre dead wrong weak strong got going youre dead wrong verse notorious big relax take notes take tokes marijuana smoke throw chokegunsmoke gunsmoke biggie smalls mayor rap slayer hooker layer motherfucker say prayers hail mary full grace smack bitch face take gucci bag north face back jab act funny money oh got mistaken honey dont wan na rape ya want paper visa capisceah im like 		amusement
Curtain Call: The Hits	Role Model	intro okay im going attempt drown try home like mic check onetwo recordin verse im cancerous diss wouldnt wan na answer responded back battle rap wrote canibus ill strangle death ill choke break fuckin legs til bones poke skin beef ima even score equally take jerry springer beat ass legally get blunted funny home grown cause smoke hit trees harder sonny bono oh said never drugs would mean lie get fucked president hilary clinton tried slap call pervert ripped fuckin tonsils fed sherbet bitch nerves hurt late		neutral
Curtain Call: The Hits	Kill You	produced dr dre melman intro little baby boy momma used tell crazy things used tell daddy evil man used tell hated got little bit older realized crazy one nothing could say try change cause thats way verse said cant rap broke aint say cant rap coke ahh slut think wont choke whore til vocal cords dont work throat ahh motherfuckers thinkin im playin thinkin im sayin shit cause im thinkin sayin ahh put hands bitchi aint gon shoot ima pull bullet put ahh shut slut youre causin much chaos bend take like slutokay		anger
Curtain Call: The Hits	Shit On You	intro eminem ill shit da da da da da da ill shit da da da da da da ill shit da da da da da da ill shit da da da da da da ill shit shit ill shit girl know true ill shit bitch man true ill shit shit verse swifty mcvay remain fatter gluttony taping bombs back record companies blow em aint wantin national guard scared huntin love beef got hoes ducking drug thief bitch ill take marijuana slugsll keep ass away corner drown niggas hundred degree saunas act fool ya wan na biatch lyrical piranha strapped wit grenade		anger
Curtain Call: The Hits	Criminal	intro lot people ask stupid fuckin questions lot people think say record talk record actually real life believe say wan na kill somebody im actually gon na believe well shit believe ill kill know cause im criminal criminal youre goddamn right im criminal yeah im criminal verse words like dagger jagged edge thatll stab head whether youre fag lez homosex hermaph transavest pants dress hate fags answers yes homophobic nah youre heterophobic starin jeans watchin genitals bulgin ooh thats motherfuckin balls youd		anger
Curtain Call: The Hits	Renegade	verse jayz motherfuckers say im foolish talk jewels bling bling fools listen music skim see im influenced ghetto ruined dude gave nothin made somethin doin give news twist ghetto point view renegade afraid penetrate pop culture bring em lot closer block pop toasters live moms got dropped roadsters botched robberies niggas crouched mamis knocked cause wasnt watched knocked clown child support knocked hes around sound ya jot bring ghetto without ridin round hidin duckin strays frustrated youths stuck ways rea		anger
Curtain Call: The Hits	Just DonÂt Give a Fuck	produced jeff bass intro frogg woah aget yo hands air get clappin em like back forth athis thought wasnt bes brothers representin dirty dozen fro double g check man goes name um er verse eminem slim shady brain dead like jim brady im little like kim lady im buzzin dirty dozen naughty rotten rhymer cursin players worse marty schottenheimer wacker motherfucker bit yo style aint gon sell two copies press double album admit fuck comin open im doin acid crack smack coke smokin dope name marshall mathers im alcoh		neutral
Encore	Curtains Up (Skit) [2004]	crowd cheering eminem humming checking mic still machinery starting yo mic check check check aight good lets go come machinery working cheering intensifies eminem eminem eminem eminem eminem eminem eminem eminem eminem eminem eminem eminem                                                                                                                                                                                                                                                                                 		neutral
Encore	Evil Deeds	intro lord please forgive know ive done hook father please forgive know never chance ever meet therefore know would grow mothers evil seed evil deeds verse momma baby head popped head popped head popped head popped head popped head popped momma dont want next thing know im gettin dropped gettin dropped gettin dropped gettin dropped gettin dropped ringringring doorbell next door neighbors front porch front porch front porch front porch front porch didnt want neither left someone elses lawn elses lawn elses l		neutral
Encore	Never Enough	verse eminem theres much could say phase people think im little bit crazy get angles even occasionally doc drezie step every save make stop think fore say things sometimes forget people may think lot rappers probably wouldnt know take heard shit id lay tape fore erased may little fastpaced racy sometimes average listener rewinds plays twenty times cause say many rhymes may seem like im goin fast cause mind racing could give fuck category place long im pushing daisies gone long place amongst one greats hit h		neutral
Encore	Yellow Brick Road	intro morris casuto spiro agnew randy blazak eminem deal individuals young enough saved religious sense constitute country times calls yeah throwaway children seem approaching cmon age gross burp idea move little bit parents station eachand generation little bit better verse eminem right come lets cut bullshit enough lets get started lets start addressin issue open lets take shit back basement discuss statements thats made tape whole origin music know love music enjoy music accuse tryin destroy lets rewind 		amusement
Encore	Like Toy Soldiers	intro step step heart heart left right left fall chorus step step heart heart left right left fall step step heart heart left right left fall like toy soldiers bit bit torn apart never win battle wages toy soldiers verse im supposed soldier never blows composure even though hold weight whole world shoulders aint never supposed show crew aint supposed know even means goin toetotoe benzino dont matter never drag em battles cant handle less absolutely im supposed set example need leader crew looks guide em shi		neutral
Encore	Puke	intro eminem pukes toilet eminem hocks spits toilet toilet flush go thinking hook dont know sick make make fucking sick stomach every time think puke must knooooooow may think every time think puke verse gon na take time sit write little poem dome would probably little suitable type song whoa got million reasons top head could think sixteen bars aint enough put ink fuck ima start right ill brief im bout rattle reasons knew shouldnt go get another tattoo arm go go get another one got two oohoohoohoohoohoohoo		disgust
Encore	My 1st Single	intro oh yeah much first single one verse shadys label aftermath stable horses come oferra course stir shit thick mrs buttersworths syrup mr pickedonchristopherreevesjustfornoreason tojust tease cause biggest burp fan used superman im pourin liquor curb name eminem wait til meet fucker im kickin ass everything youve ever said goes one money two fuckin show ready get set lets go comes buckin bronco stompin stampedin damn street like buffalo soldiers told ya im bout blow look geronimo motherfuckers dominoes i		excitement
Encore	Paul (Skit) [2004]	skit paul rosenberg hey em paul uh listen got call label youre probably gon na surprised um michael jackson extremely upset lose video um mean hes pissed ii dont know hes gon na got ta talk gon na handle um oh yeah anyway somebody told um heard rumor got new gun um know probably true need talk um gim call                                                                                                                                                                                                              		surprise
Encore	Rain Man	intro eminem yeah definitely definitely definitely dope definitely definitely kmart yeah yeah fart verse eminem find offensive find offensive finding offensive hence draw line fences extent go cause getting expensive side courtroom defensive say cause extensive psychological nerve damage brain go lengths far peoples expenses say youre goddamn sensitive censorship downright blasphemous lets end shit cause wont stand christopher reeves wont sit neither lets clear aint got beef either used like hero even belie		neutral
Encore	Mosh	intro pledge allegiance flag united states america republic stands people one nation god indivisible liberty justice feels good back mosh verse scrutinize every word memorize every line spit refuel reenergize rewind give sight blind insight mind exercise right express feel time mind interpret say fight take ima whip someones ass dont understand dont even bother ask father grown fatherless past blown rap phenomenon least shows difficulty multitaskin juggling perhaps mastered craft slash entrepreneur whos hel		neutral
Encore	Big Weenie	intro dont understand mean youre mean mean man chorus youre jealous cause cant instead admitting walk around say kinds really mean things cause youre meanie meanie cause youre really jealous cause im wan na look like idiot say mean things cause easy see youre really big weenie big weenie verse alright listen need focus need go dig deep mind important going perform experiment sorts im going ask bear moment need open mind eyes close em placed hypnosis next four half minutes going explore mind find youre fucki		neutral
Encore	Em Calls Paul (Skit) [2004]	spoken eminem ayo paul em got call michael jackson thing know hes thrilled video wan na startin somethin wow well ill show whos really bad burps paul way make feel calls really take look man mirror tell beat wont stop til get enough remember time watching billie jean video well hell always michael doesnt matter hes black white cant stop loving hate plastic surgeons hope fucking die like like like lot wan na touch cant mouth noises excuse im taking shit sorry anyways call back idea want end show hit get mess		anger
Encore	Spend Some Time	intro eminem theres bitches room theres somethin got ta say fools fell first girl comes way ive road im back sittin square one tryin pick started verse obie trice never woulda thought id see control even though penis deep hole know us like mates soul nothin could intervene us especially hoes chalant type chose til shows haunted nights suppose thats go time spent emotion grows beginning friends decided roll whos responsible get excited explode obies grinnin invite obies cold bitches gon talk niggas gon hate 		excitement
Encore	Mockingbird	intro yeah know sometimes things may always make sense right hey whatd daddy always tell straighten little soldier stiffen upper lip cryin got verse hailie know miss mom know miss dad im gone im tryin give life never see youre sad even smile even laugh see eyes deep inside wan na cry cause youre scared aint daddys prayers cryin wipe tears daddys nightmares gon pull together gon lainieuncles crazy aint yeah loves girl better know got world spins swirls whirls twirls two little beautiful girls lookin puzzled 		fear
Encore	Crazy in Love	intro heart sampled tell alright theres nothing left tonight go crazy crazy let go crazy crazy verse cant see baby make crazy make act like maniac im like lunatic make sick youre truly one make get crazy go schizo get insane go schizophrenic one minute wan na slit throat next wan na sex make crazy way act like two maniacs sack fuck like two jackrabbits maybe thats bad habit cause next day right back exact pattern fuck matter us cant figure lust love whats thats attractin us say every man grows marry mother 		neutral
Encore	One Shot 2 Shot	gunshots crowd hollering intro fatt father told yall motherfuckers coming back oh shit nigga brewster projects nigga hook eminem one shot two shot three shots four shots hear gunshots fun stops bodies drop hit floor musics party stops everybody hit door somebodys licking shots verse bizarre securitys gone im trapped club im trying run get motherfucking gun nigga yo wife nigga fuck wife im trying run save motherfucking life oh shit shooters coming bitches hollering niggas running people shot floor im trying 		anger
Encore	Final Thought (Skit)	people chanting eminem eminem tears paper footsteps door open slam shut footsteps spoken slim shady almost forgot youre comin gun cocking spoken eminem last one baby lets go last one baby lets go last one baby lets go eminem sighs                                                                                                                                                                                                                                                                                          		neutral
Encore	Encore / Curtains Down	intro cent eminem shshsh shady aftermath haha gggg gunit haha chorus eminem cent cause came set party right lets bounce tonight dont let us front well come side cause dont ever wan na leave game without least saying goodbye people left people right swing one last time introduction eminem get ass doctor one time get ass doctor come go cliff hanger another club banger got ya hangin edge seat get verse dr dre eminem times games lose win bout show knuckleheads oh yeah new year next phase begin look whos got goi		amusement
Encore	Just Lose It	intro okay guess whos back back shadys back tell friend everyone report dance floor dance floor dance floor everyone report dance floor alright stop pajama time verse come little kiddies lap guess whos back brand new rap dont mean rap new case child molestation accusations ahahahahah worries papas got brand new bag toys else could possibly make noise done touched everything little boys thats stab michael thats metaphor im psycho go little bit crazy sometimes get little bit control rhymes good god dip little		amusement
Encore	Ass Like That	intro ow baby chorus way shake cant believe aint never seen ass like way move make peepee go ddoing dont believe almost good true aint never seen ass like way move make peepee go ddoing verse way moves shes like belly dancer shes shaking ass new nelly jams think someones door dont think ima answer police saying freeze oh ddoing mean freeze please im human needs im done til im finished peeing resisting arrest agreeing mr officer im already knees cant get ground impossible treat like murderer like pee pee pee		surprise
Encore	We As Americans	intro theres intruder house cut phone line cant dial shit scream police doubt theyre gon na hear shout verse couple cocktailsll send jail theres couple cops hot trail time get pulled theres doberman pinscher pit bull seat pigsll get bit foolin quit foolin bitch youre gon na see pistol seat always got ta issue youre youre gon na see long run ima wrong one wan na harass limotinted glass flashin flashlight ass last night assholes ran grass rapper slash actor kiss crack cracker slash ass took away right bear ar		anger
Encore	Love You More	intro still love take ready one two three chorus put makes wan na come back say hate love dont want want buy flowers throw em know sad makin happy slap turns cause love love verse sick could ever predict wed doin shit say baby dont us lust cause neither one us trust fuck til bust cuss know shout til throw house throw house throw couch punch mouth fist fight til turn mother apologize laughter pain insane back chapter sad true im layin aint nothin anyone could ever say ever cause chorus put makes wan na come 		love
Encore	Ricky Ticky Toc	chorus eminem call name things never shouldve never let us get foot game verse eminem ever since introduced rap music missing screw like bishop juice could lose moment know know probably told go flow dont explode another episode let go far one benzino im waiting next beef im cocked locked loaded im ready go bad im going bananas dicks hard anna nicole could use fucking pole vault oh shit mean still bloated cut stomach open lypod heheheh anybody throw flames gets name game cause know dont spit shame people mi		anger
The Singles	Business	intro eminem dr dre marshall sounds like sos holy wack unlyrical lyrics andre youre fucking right rapmobilelets go marshall marshall bitches gentlemen showtime hurry hurry step right introducing star show name marshall wouldnt wan na anywhere else world right without ado bring marshall verse eminem bout witness hiphop purest rawest form flow almost flawless hardest honest known artist chip old block old doc back looks like batman brought robin oh god saddams got laden private plane pilot set blow college do		neutral
The Singles	Bump Heads - DJ Green Lantern Version	yeah shady haha wooo cent ggggg g unit haha go yeah uh huh haha intro cent make mad switch flow cant understand get dough cent im fire cause shady said im fire verse eminem everybodys rush try get throne get track try set tone aint trying use nobody steppin stone dont compare im better left alone aint even tryin go record sales im tryin keep humble respect say keep steppin rep keep nose clean stay away weapons jail livin wreckless would check belt may see something else use protect vest stop ruger deflect s		amusement
The Singles	Sing for the Moment	verse eminem ideas nightmares white parents whose worst fear child dyed hair likes earrings like whatever say bearing scary house allows swearing see walkin around headphones blarin alone zone cold dont care hes problem child bothers comes talks fuckin dad walkin bitch cause hates bad blocks ever saw hed probably knock thoughts wacked hes mad hes talkin back talkin black brainwashed rock rap sags pants dorags stockin cap stepfather hit socked back broke nose house broken home theres control lets emotions go		neutral
The Singles	Rabbit Run	verse days wan na call quits feel like im surrounded wall bricks every time go get fall pits lifes like one great big ball shit could put spit stead always tryna swallow instead starin wall shit sit writers block sick shit cant call shit know im hit wall see another one moms alcoholic fits last straw thats thats aint dealin another fuckin politic im like skillet bubblin filters im kill feel buildin blow building ive concealed enough cup runneth done filled pen explodes busts ink spills guts think stand feel		anger
The Singles	Lose Yourself	intro look one shot one opportunity seize everything ever wanted one moment would capture let slip yo verse palms sweaty knees weak arms heavy theres vomit sweater already moms spaghetti hes nervous surface looks calm ready drop bombs keeps forgetting wrote whole crowd goes loud opens mouth words wont come hes choking everybodys joking clocks run times overblaow snap back reality ope goes gravity ope goes rabbit choked hes mad wont give easy wont knows whole backs ropes dont matter hes dope knows hes broke 		fear
The Singles	CleaninÂ Out My Closet	intro wheres snare snare headphones go yeah yo yo verse ever hated discriminated ive protested demonstrated picket signs wicked rhymes look times sick mind motherfuckin kid thats behind commotion emotions run deep oceans explodin tempers flarin parents blow em keep goin takin nothin one give em hell long im breathin keep kickin ass morning takin names evenin leave em taste sour vinegar mouth see trigger theyll never figure look bet youre probly sick aint mama ima make look ridiculous chorus im sorry mama ne		remorse
The Singles	Stimulate	intro psst hey listen la la la la la la la la la laaaa love job makes feel like superman la la la la la la la la la laaaa fly wan na see hook im entertainin goal stimulate makin high take place cant see believe fly dont mean nobody harm im partyin im dad mom guardian man whos mic let entertain verse lyrical content constantly fire wonder constantly bomb back combat attacks constant concepts lyrics constantly took outta context failure communicate congress problem longest guess maybe one day make progress fo		neutral
The Singles	Without Me	intro obie trice obie trice real name gimmicks record scratch refrain eminem two trailer park girls go round outside round outside round outside two trailer park girls go round outside round outside round outside refrain eminem guess whos back back shadys back tell friend guess whos back guess whos back guess whos back guess whos back guess whos back guess whos back guess whos back verse eminem ive created monster cause nobody wants see marshall want shady im chopped liver well want shady ill give ya little		neutral
The Singles	The Way I Am (Danny Lohner Remix)	intro eminem dre let run ayo turn beat little bit ayo song anyone fuck shut listen ayo verse eminem sit back pack zigzags bag weed gives shit needed meanest mc earth since birth ive cursed curse curse blurt berserk bizarre shit works sells helps relieve tension dispensing sentences getting stress thats eating recently chest rest peacefully least decency leave alone freaks see streets im eating feeding daughter come speak dont know dont owe mothafuckin thing im mr nsync im friends think im mr friendly prick 		neutral
The Singles	Stan	produced mark king chorus dido teas gone cold im wondering got bed morning rain clouds window cant see even could itd gray picture wall reminds bad bad teas gone cold im wondering got bed morning rain clouds window cant see even could itd gray picture wall reminds bad bad verse eminem stan dear slim wrote still aint callin left cell pager home phone bottom sent two letters back autumn must notve got em probably problem post office somethin sometimes scribble addresses sloppy jot em anyways fuck whats man ho	May 23, 2000	surprise
The Singles	Hazardous Youth	like like like im illest rapper hold cordless patrollin corners lookin hookers punch mouth roll quarters im meaner action roscoe beatin james todd senior smackin back vacuum cleaner attachments grew wild hood hazardous youth fucked childhood used excuse aint shit changed kept mind state since third time failed ninth grade probably think im negative person dont sure dont promote violence encourage laugh sight death fall cement flight steps land inside bed spider webs throw caution wind friend jump bridge liv		neutral
The Singles	Get You Mad	intro eminem yo miccheck dick testing one two fuck dick nuts verse eminem attitude worse nwas ill battle stupid shit diss people aint shit like cool j tattoo see standin outside buildin screamin puffy good slim shady children look life new light fuck give two mics write songs fuck like probably hear rap halfhearted cause dont like rap anyway im tryna get porno career started oh hell yeah every place event done shit dre stuck suitcase went want deal study five chapters lesson throw demos hard signed rappers 		anger
The Singles	The Way I Am	segue steve berman skit man whatever intro dre let run ayo turn beat little bit ayo song anyone fuck shut listen ayo verse sit back pack zigzags bag weed gives shit needed meanest mc earth since birth ive cursed curse curse blurt berserk bizarre shit works sells helps relieve tension dispensin sentences gettin stress thats eatin recently chest rest peacefully peacefully least decency leave alone freaks see streets im eatin feedin daughter come speak speak dont know dont owe motherfuckin thing im mr nsync im		anger
The Singles	The Kids	intro everyone get along okay children quiet quiet children id like introduce new substitute teacher day name mr shady children quiet please brian dont throw shut mr shady new substitute mr kaniff pneumonia hes got aids good luck mr shady verse hi little boys girls fuck today gon na learn poison squirrels first id like meet friend bob huh say hi bob hi bob bobs still lives mom dont got job cause bob sits home smokes pot twelveyearold brother looks awful lot bob likes hang local waffle spot wait parking lot 		optimism
The Singles	Â97 Bonnie & Clyde	intro two us two us baby dada loves ima always two us two us matter happens youre got world two us two us would never give nothin two us two us nobody world ever gon na keep love verse cmon haihai goin beach grab couple toys let dada strap car seat oh wheres mama shes takin little nap trunk oh smell dada mustve runned skunk know youre thinkin kind late go swimmin know mama shes one type women crazy things dont get way shell throw fit dont play dadas toy knife honey let go dont look upset actin bashful dont 		neutral
The Singles	Steve Berman (Skit) [2000]	skit eminem steve berman vanessa secretary door opening instrumental whats difference dr dre ft eminem xzibit plays background aye hey em whats steve berman whats going man doin good see whats em could come seat please umm yeah whats u vanessa shut door okay door closes whats hows orders lookin first week would better gave nothing wh album less nothing cant sell fucking record wha know whats happening whwhawhats problem violet brown told go fuck whos violet tower records told shove record ass know feels lik		anger
The Singles	The Real Slim Shady	intro may attention please may attention please real slim shady please stand repeat real slim shady please stand gon na problem verse yall act like never seen white person jaws floor like pam like tommy burst door started whoopin ass worse first divorced suin furniture agh return ah wait way youre kidding didnt say think dr dre said nothing idiots dr dres dead hes locked basement ha ha feminist women love eminem chicka chicka chicka slim shady im sick look walkin around grabbin youknowwhat flippin youknowwh		neutral
The Singles	Bad Influence	chorus pull plug people say im bad influence say worlds already fucked im addin say im suicidal teenagers newest idol cmon cmon go ahead get mad pull plug people say im bad influence say worlds already fucked im addin say im suicidal teenagers newest idol cmon cmon go ahead get mad let go verse hand eighth beam land space ima sit top world shit brandy mase im ill scarier white journalist room lauryn hill human horror film lot funnier plot peoplell feel cause ima still mad rapper whether got money long im pi		neutral
The Singles	My Name Is	chorus eminem hi name name name chkachka slim shady hi name huh name name chkachka slim shady hi name excuse name name chkachka slim shady attention class one second hi name huh name name chkachka slim shady verse eminem dr dre hi kids like violence yeah yeah yeah wan na see stick nineinch nails one eyelids uhhuh wan na copy exactly like yeah yeah try cid get fucked worse life huh brains dead weight im tryna get head straight cant figure spice girl want impregnate oh dr dre said slim shady basehead uhuh why		anger
